基础通信 消息类业务 点对点互联彩信 无法发送至电信
自有业务 WLAN 校园：CMCC-EDU 其它 账号/密码泄漏
自有业务 WLAN 公众WLAN：CMCC/CMCC-AUTO 资费争议 计费错误
自有业务 WLAN 校园：CMCC-EDU 其它 账号/密码泄漏
自有业务 WLAN 校园：CMCC-EDU 其它 账号/密码泄漏
自有业务 WLAN 校园：CMCC-EDU 其它 账号/密码泄漏
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
自有业务 WLAN 公众WLAN：CMCC/CMCC-AUTO 资费争议 计费错误
自有业务 WLAN 校园：CMCC-EDU 其它 账号/密码泄漏
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网速问题 所有网页速度慢
自有业务 WLAN 公众WLAN：CMCC/CMCC-AUTO 资费争议 计费错误
自有业务 WLAN 公众WLAN：CMCC/CMCC-AUTO 资费争议 计费错误
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网速问题 所有网页速度慢
自有业务 WLAN 校园：CMCC-EDU 其它 账号/密码泄漏
家庭宽带 网络质量 网络连接问题 网络无法连接
基础通信 消息类业务 点对点互联彩信 无法接收电信彩信
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网络连接问题 网络连接掉线
基础通信 互联网类业务 4G（LTE） 手机 有信号但无法使用
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 服务质量 故障处理不及时
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网速问题 所有网页速度慢
基础通信 消息类业务 点对点互联彩信 无法发送至电信
自有业务 本地业务
自有业务 WLAN 公众WLAN：CMCC/CMCC-AUTO 资费争议 计费错误
自有业务 WLAN 公众WLAN：CMCC/CMCC-AUTO 资费争议 计费错误
一级客服流程
自有业务 WLAN 公众WLAN：CMCC/CMCC-AUTO 业务使用 Portal登录认证失败
家庭宽带 业务质量 其他软件应用 软件中内容无法正常访问
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
基础通信 互联网类业务 4G（LTE） 手机 有信号但无法使用
基础通信 消息类业务 点对点互联彩信 无法发送至电信
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网速问题 所有网页速度慢
自有业务 本地业务
基础通信 消息类业务 点对点互联彩信 无法发送至电信
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网速问题 所有网页速度慢
自有业务 WLAN 公众WLAN：CMCC/CMCC-AUTO 资费争议 计费错误
家庭宽带 网络质量 网速问题 登陆成功后所有网页打不开
基础通信 消息类业务 点对点互联彩信 无法发送至电信
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络连接掉线
基础通信 消息类业务 点对点互联彩信 无法发送至电信
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络连接掉线
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
信息安全 骚扰电话 省内网内电话 诱骗定制信息
家庭宽带 网络质量 网络连接问题 网络连接掉线
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 故障问题
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网速问题 所有网页速度慢
自有业务 WLAN 公众WLAN：CMCC/CMCC-AUTO 资费争议 计费错误
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 故障问题
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网速问题 所有网页速度慢
自有业务 WLAN 公众WLAN：CMCC/CMCC-AUTO 业务使用 Portal登录认证失败
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网络连接问题 网络无法连接
自有业务 WLAN 公众WLAN：CMCC/CMCC-AUTO 资费争议 计费错误
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
自有业务 本地业务
家庭宽带 业务质量 网页浏览 部分网页打不开
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络连接掉线
基础通信 互联网类业务 4G（LTE） 手机 有信号但无法使用
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网络连接问题 网络连接掉线
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网络连接问题 网络无法连接
基础通信 消息类业务 点对点互联彩信 无法发送至电信
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络连接掉线
家庭宽带 网络质量 网速问题 登陆成功后所有网页打不开
家庭宽带 网络质量 网络连接问题 网络无法连接
基础通信 消息类业务 点对点互联彩信 无法发送至电信
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络连接掉线
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络连接掉线
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网速问题 登陆成功后所有网页打不开
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网速问题 所有网页速度慢
自有业务 WLAN 校园：CMCC-EDU 其它 账号/密码泄漏
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
自有业务 WLAN 校园：CMCC-EDU 其它 账号/密码泄漏
基础通信 互联网类业务 4G（LTE） 手机 有信号但无法使用
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网络连接问题 网络连接掉线
自有业务 WLAN 公众WLAN：CMCC/CMCC-AUTO 资费争议 计费错误
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
自有业务 WLAN 校园：CMCC-EDU 其它 账号/密码泄漏
基础通信 互联网类业务 4G（LTE） 手机 有信号但无法使用
家庭宽带 网络质量 网速问题 所有网页速度慢
自有业务 WLAN 校园：CMCC-EDU 其它 账号/密码泄漏
自有业务 WLAN 校园：CMCC-EDU 其它 账号/密码泄漏
自有业务 WLAN 校园：CMCC-EDU 其它 账号/密码泄漏
家庭宽带 网络质量 网络连接问题 网络无法连接
自有业务 WLAN 公众WLAN：CMCC/CMCC-AUTO 资费争议 计费错误
家庭宽带 网络质量 网络连接问题 网络无法连接
一级客服流程
家庭宽带 业务质量 其他软件应用 软件中内容无法正常访问
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网速问题 所有网页速度慢
自有业务 WLAN 校园：CMCC-EDU 业务使用 Portal页面无法下线
家庭宽带 网络质量 网络连接问题 网络无法连接
一级客服流程
自有业务 WLAN 校园：CMCC-EDU 业务办理 动态密码获取不成功
基础通信 互联网类业务 4G（LTE） 手机 有信号但无法使用
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网络连接问题 网络无法连接
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网速问题 所有网页速度慢
家庭宽带 网络质量 网络连接问题 网络连接掉线
自有业务 本地业务
